bid,ask,yieldbid,yieldask,changeprice,cusip
99.84521832,100.9037044,5.017766583,4.965129904,0.4311695961,'912837TZ9'
98.96293961,100.8332447,5.062501194,4.968599408,-0.882278708,'912837TZ9'
100.0825279,100.9994564,5.005868763,4.960422738,1.119588266,'912837TZ9'
99.91440386,101.6509198,5.01429204,4.928632237,-0.1681240196,'912837TZ9'
99.56398151,100.40974,5.03194019,4.989555794,-0.3504223529,'912837TZ9'
99.62271144,100.7526739,5.028973743,4.972572742,0.05872993314,'912837TZ9'
99.91283646,100.6782713,5.014370703,4.976247542,0.2901250235,'912837TZ9'
99.83446727,101.8009742,5.018306941,4.921367443,-0.07836919341,'912837TZ9'
99.63752501,101.0307779,5.028226062,4.958884912,-0.1969422602,'912837TZ9'
99.4606342,100.5826242,5.037168765,4.980979607,-0.1768908068,'912837TZ9'
99.95033742,100.5153215,5.012489332,4.984314754,0.4897032144,'912837TZ9'
100.5266349,101.5119898,4.983753814,4.935377594,0.5762974657,'912837TZ9'
99.6228495,101.1037092,5.028966773,4.95530781,-0.9037853824,'912837TZ9'
100.0006521,100.910484,5.009967331,4.964796324,0.3778025759,'912837TZ9'
99.17464974,100.8684659,5.051694171,4.966864473,-0.8260023406,'912837TZ9'
100.2485857,101.4536382,4.997576738,4.938216202,1.073935978,'912837TZ9'
100.6386969,102.4582367,4.978204364,4.889797209,0.3901111617,'912837TZ9'
100.0843409,101.7698604,5.005778082,4.922872039,-0.5543559893,'912837TZ9'
100.5152933,101.921638,4.984316153,4.915541092,0.4309524052,'912837TZ9'
99.77620982,100.486503,5.021237035,4.985744206,-0.7390834714,'912837TZ9'
100.3171852,101.975475,4.994159266,4.912945982,0.5409753831,'912837TZ9'
99.93407691,100.5491396,5.013304926,4.98263836,-0.3831082924,'912837TZ9'
99.32070346,100.0778882,5.044265521,5.00610084,-0.6133734485,'912837TZ9'
99.93801433,101.3889689,5.013107408,4.941365962,0.6173108667,'912837TZ9'
100.7721369,102.6503961,4.971612348,4.880643611,0.8341225367,'912837TZ9'
99.9765516,100.9810417,5.01117504,4.961327311,-0.7955852675,'912837TZ9'
99.35468102,99.99494321,5.042540471,5.010253358,-0.6218705786,'912837TZ9'
99.84249241,101.0225275,5.017903579,4.959289898,0.4878113912,'912837TZ9'
100.1993339,101.3729646,5.000033238,4.942146082,0.3568415137,'912837TZ9'
100.3856157,101.8655122,4.990754868,4.918249455,0.1862817292,'912837TZ9'
100.1230118,101.3531274,5.00384468,4.94311338,-0.262603847,'912837TZ9'
100.4449391,101.4628412,4.987807293,4.93776829,0.3219273347,'912837TZ9'
100.5989355,101.3928043,4.980171983,4.941179045,0.153996347,'912837TZ9'
100.1784377,100.9282952,5.001076195,4.963920168,-0.4204978018,'912837TZ9'
100.2079905,101.195487,4.999601306,4.950813665,0.02955278222,'912837TZ9'
100.4751986,101.373911,4.986305145,4.942099946,0.2672081804,'912837TZ9'
99.98529128,100.6822423,5.010737015,4.976051274,-0.4899073644,'912837TZ9'
99.57396122,100.467531,5.031435868,4.986685698,-0.4113300649,'912837TZ9'
100.1635824,100.9299641,5.001817906,4.963838088,0.5896211809,'912837TZ9'
100.6228272,101.1526904,4.978989497,4.952908302,0.4592448362,'912837TZ9'
100.824386,102.662573,4.969035963,4.880064714,0.2015587605,'912837TZ9'
100.6976448,102.1907229,4.975290149,4.902597672,-0.1267412286,'912837TZ9'
100.8989588,101.8334618,4.965363426,4.919797393,0.2013140802,'912837TZ9'
100.7511565,102.1214904,4.972647635,4.905921349,-0.1478023656,'912837TZ9'
100.8141483,102.0083862,4.969540569,4.911360906,0.06299183228,'912837TZ9'
100.5914692,101.8944157,4.980541631,4.916854338,-0.2226791301,'912837TZ9'
99.85313888,100.6476459,5.017368564,4.977761731,-0.7383303045,'912837TZ9'
100.786741,101.7955185,4.970891957,4.921631202,0.9336020777,'912837TZ9'
99.99785956,100.9948024,5.010107238,4.960651321,-0.7888813995,'912837TZ9'
100.8631969,101.3889315,4.967123943,4.941367786,0.865337291,'912837TZ9'
101.138473,102.1063254,4.953604549,4.906649986,0.2752761597,'912837TZ9'
99.80567482,101.5028955,5.019754647,4.935819787,-1.332798194,'912837TZ9'
100.075896,101.6024603,5.006200492,4.930982954,0.270221221,'912837TZ9'
100.1838667,101.8205039,5.000805183,4.920423499,0.1079707031,
100.7057028,101.4842573,4.974892045,4.93672628,0.5218361086,
100.2132616,101.3844947,4.999338329,4.941584032,-0.4924412144,
100.6560394,101.8450992,4.977346643,4.91923523,0.4427777972,
100.7175101,101.793157,4.974308831,4.92174538,0.06147069043,
100.9583309,102.0072175,4.962443372,4.911417174,0.2408207761,
100.2885219,102.0509459,4.995586636,4.909312652,-0.6698089505,
100.5575896,101.5345798,4.982219662,4.934279544,0.2690676369,
99.94207094,100.4426713,5.012903928,4.987919909,-0.6155186463,
100.1190351,100.7131835,5.00404343,4.974522527,0.1769642098,
100.7400227,101.4241494,4.97319721,4.939651976,0.6209875813,
100.6595146,102.4481888,4.977174807,4.890276791,-0.08050816568,
101.1955156,101.8649812,4.950812267,4.918275095,0.5360010302,
101.0258627,101.6044706,4.959126176,4.930885395,-0.1696529214,
100.2945134,101.5406424,4.995288207,4.933984937,-0.7313492816,
100.6578713,102.1130692,4.977256061,4.906325937,0.36335791,
100.1561162,101.5513465,5.002190772,4.933464866,-0.5017551434,
100.4109366,101.6806677,4.989496333,4.927190306,0.2548204571,
100.7148523,101.8441623,4.974440101,4.919280483,0.3039156732,
100.4727326,102.1726211,4.986427531,4.903466259,-0.2421196732,
100.8408916,102.2326437,4.968222633,4.900587345,0.3681589966,
101.089411,102.6922138,4.956008696,4.878656144,0.2485193955,
101.5187088,102.7447512,4.935050945,4.8761615,0.4292978293,
100.9198535,102.049716,4.964335386,4.909371819,-0.5988553023,
101.0811913,102.2851188,4.956411708,4.898073208,0.1613377694,
101.3614078,103.204462,4.942709564,4.854441273,0.2802165475,
101.0445246,101.9717435,4.958210273,4.913125762,-0.3168832319,
100.1373124,101.8715699,5.003130084,4.917956998,-0.9072122504,
100.3094053,101.0999467,4.994546606,4.955492226,0.1720929711,
100.3046706,101.3120712,4.994782367,4.945116551,-0.004734738614,
101.3862188,102.9979827,4.941499998,4.864172938,1.081548197,
100.6323605,101.8711164,4.978517818,4.91797889,-0.7538582691,
100.3657859,102.0689403,4.991740918,4.908447157,-0.2665746709,
101.0106688,101.5935727,4.959872121,4.931414328,0.6448829231,
101.5931216,103.0626091,4.931436226,4.861122811,0.5824527772,
101.6887153,102.7297264,4.92680037,4.876874666,0.09559371619,
100.4093638,102.0887535,4.989574487,4.907494535,-1.279351457,
101.6918875,102.6459531,4.926646681,4.88085487,1.282523686,
101.4066203,102.5697635,4.940505842,4.884480404,-0.285267198,
101.74953,103.0761156,4.923855669,4.860485836,0.3429096829,
100.8919457,102.2359214,4.965708575,4.900430233,-0.8575842608,
100.9630373,102.2890983,4.962212048,4.897882654,0.07109155744,
100.6800029,101.8905502,4.976161955,4.917040875,-0.2830343921,
101.2662765,103.1062858,4.947352831,4.859063598,0.5862736548,
100.4291743,101.5150814,4.988590251,4.935227291,-0.8371022071,
100.4739173,101.2799418,4.986368738,4.946685305,0.04474292813,
101.0029822,101.8456024,4.960249579,4.919210923,0.5290649393,
101.3787736,103.0393417,4.941862897,4.862220505,0.3757914303,
101.2776382,102.3327199,4.946797819,4.895794819,-0.1011353909,
101.9466673,103.626162,4.914334261,4.834686435,0.6690290726,
101.4273864,102.3955956,4.93949433,4.892788574,-0.5192809151,
101.6665958,102.3740285,4.92787229,4.893819334,0.239209347,
100.5020141,101.5987872,4.984974725,4.931161227,-1.164581669,
100.5451428,101.8392708,4.982836426,4.919516767,0.04312870978,
101.5654996,102.3170498,4.93277739,4.896544622,1.020356801,
100.5870974,102.1608333,4.9807581,4.904032042,-0.9784022209,
101.2912265,102.1085245,4.946134206,4.906544309,0.7041290985,
100.8791463,102.2169381,4.966338618,4.901340319,-0.4120801693,
101.7075368,103.3907681,4.925888639,4.845693761,0.8283904881,
101.0902863,102.7544941,4.955965785,4.875699153,-0.6172505159,
101.2576092,103.1068479,4.94777631,4.859037108,0.1673229269,
101.3212514,101.994397,4.944668499,4.912034529,0.0636421845,
101.9797378,103.8802512,4.912740616,4.822860882,0.6584864361,
101.7757807,103.7617607,4.922585674,4.828368338,-0.2039571256,
101.928053,103.1876313,4.915231727,4.855233071,0.1522723041,
100.6889518,101.954771,4.975719688,4.913943656,-1.239101158,
101.4395646,102.8274353,4.938901327,4.872240553,0.7506127118,
100.8320847,101.64925,4.96865657,4.928713198,-0.6074798694,
101.5111233,102.9302338,4.935419724,4.867374545,0.6790385859,
102.2198714,103.8381685,4.901199672,4.824815454,0.7087480998,
101.3794857,102.9430943,4.941828186,4.866766471,-0.8403856479,
101.3734157,102.2262411,4.942124094,4.900894277,-0.006070059492,
100.8991331,101.4256142,4.965354851,4.939580639,-0.4742825587,
102.1427681,104.1393892,4.904899382,4.810859789,1.243634961,
100.9858338,102.1192527,4.96109188,4.906028849,-1.156934273,
101.1643192,102.9672528,4.952338966,4.865624615,0.1784854291,
102.2391551,104.0943762,4.900275238,4.812940126,1.074835859,
101.5220678,102.6340838,4.934887665,4.881419326,-0.7170873116,
102.3742182,103.3409499,4.893810264,4.848029756,0.8521504639,
101.0973048,102.8892474,4.955621723,4.869313487,-1.276913384,
102.2819571,102.9490894,4.898224615,4.866483064,1.184652267,
100.928661,102.7232126,4.963902177,4.877183912,-1.353296125,
101.8979795,103.0247023,4.916682375,4.862911405,0.9693185328,
101.1637375,102.4483047,4.952367442,4.890271258,-0.7342420112,
101.0928458,102.2032283,4.955840307,4.901997799,-0.07089171091,
102.3646976,103.9356465,4.894265424,4.820290407,1.271851779,
102.0011684,102.5610061,4.911708443,4.884897476,-0.3635291799,
101.033219,101.6706105,4.958765096,4.927677697,-0.9679493814,
102.0834024,103.8790735,4.907751782,4.82291556,1.050183365,
101.2451135,102.6787533,4.948386965,4.879295707,-0.8382888665,
101.7625345,103.0882234,4.923226437,4.859914967,0.5174209442,
101.7316939,102.4826022,4.924718942,4.888634649,-0.03084055134,
102.1980954,103.8169202,4.902243999,4.825802953,0.4664015131,
101.1136244,103.0768134,4.954821897,4.860452933,-1.084471073,
101.1520088,102.7751973,4.952941676,4.874716987,0.03838445831,
102.283514,103.955116,4.898150057,4.819387629,1.131505207,
101.4647544,102.737935,4.937675185,4.87648501,-0.8187596161,
101.6459195,102.98711,4.928874689,4.864686463,0.1811651339,
101.8961649,103.1399381,4.916769933,4.857478193,0.2502454025,
102.0576961,103.9263796,4.908987946,4.820720223,0.1615311706,
101.4928889,103.2630077,4.936306432,4.851689014,-0.564807255,
102.3677921,103.5335352,4.894117475,4.839011814,0.8749032017,
101.7241422,103.1817254,4.92508454,4.855510972,-0.6436498787,
101.9336071,103.2186937,4.914963911,4.853771947,0.2094648818,
101.8788374,103.5399398,4.917606177,4.838712491,-0.0547696876,
101.8909377,102.7475573,4.917022172,4.876028328,0.01210036467,
101.6405164,102.8539699,4.929136705,4.870983595,-0.2504213552,
102.276311,103.4136461,4.898495019,4.84462176,0.6357946162,
102.3517309,103.3813144,4.894885467,4.846136877,0.07541989312,
101.3441585,102.1563928,4.94355084,4.904245208,-1.007572355,
102.7466017,103.6551766,4.876073679,4.833333138,1.402443127,
102.0868124,103.400702,4.907587849,4.845228225,-0.6597892717,
102.3692543,103.5653907,4.89404757,4.837523391,0.2824418663,
101.5527045,103.408227,4.933398896,4.844875641,-0.8165497979,
102.5066682,103.8653569,4.88748692,4.823552479,0.9539637278,
102.5674301,103.6640158,4.884591526,4.832921011,0.06076194272,
102.2471911,103.7023678,4.899890104,4.831133663,-0.3202389884,
101.893488,102.7743258,4.916899104,4.874758321,-0.3537031032,
102.2305601,103.2052299,4.900687227,4.854405156,0.3370720557,
102.2175363,104.0223049,4.901311637,4.816274747,-0.01302382282,
102.781736,103.3183601,4.874406871,4.849089742,0.5641996905,
101.6289062,102.6178846,4.929699816,4.882189903,-1.152829807,
101.9191978,102.4455579,4.915658787,4.890402377,0.2902916012,
102.4498943,103.7866328,4.89019538,4.827211236,0.5306965953,
102.1985578,104.0594295,4.902221817,4.814556476,-0.2513364996,
101.8970034,102.6694556,4.916729475,4.879737572,-0.3015544451,
102.4944491,103.7439611,4.888069591,4.82919675,0.5974457223,
102.5928314,103.5509433,4.883382135,4.838198321,0.09838227092,
101.6376002,102.6680169,4.92927813,4.879805951,-0.9552311739,
102.4107112,103.6987991,4.892066409,4.831299923,0.7731109315,
102.8098542,104.7365526,4.873073735,4.783430305,0.3991430124,
102.518478,104.0801891,4.886923897,4.813596171,-0.2913761716,
102.2576014,104.1341183,4.899391275,4.811103296,-0.2608766081,
102.2938974,102.9230018,4.897652868,4.867716557,0.03629601545,
103.2136872,104.16174,4.854007385,4.809827487,0.919789812,
103.0123108,104.5109006,4.863496372,4.793758327,-0.2013763808,
102.9193195,104.1735471,4.867890717,4.809282335,-0.09299134098,
102.8569607,104.7407059,4.870841961,4.783240631,-0.06235882116,
102.310841,103.0435356,4.896841772,4.86202261,-0.5461196605,
101.8742323,102.8290364,4.917828472,4.872164688,-0.4366087545,
103.281447,104.9356284,4.850822819,4.774355552,1.407214767,
102.9897036,103.6322927,4.864563955,4.834400427,-0.2917433982,
102.4450174,104.2117204,4.890428179,4.80752067,-0.5446861995,
102.1164209,103.8399609,4.906164898,4.824732173,-0.3285964772,
102.5181986,104.0926679,4.886937217,4.813019114,0.4017776253,
102.2242195,103.3158646,4.900991199,4.849206865,-0.2939790895,
102.2977088,103.186204,4.897470393,4.855300228,0.07348928709,
102.4981881,103.0953917,4.88789128,4.859577054,0.2004793568,
102.242557,103.2135395,4.900112192,4.854014334,-0.2556311457,
102.8955267,103.4988694,4.869016331,4.840632588,0.6529697332,
103.3754543,104.7029256,4.846411591,4.784966582,0.4799276027,
102.513074,104.4921616,4.88718151,4.794618013,-0.8623802797,
103.0941614,104.0737355,4.85963505,4.813894665,0.5810873307,
103.2026857,104.8152098,4.854524829,4.779840644,0.1085242933,
102.0318564,103.9086391,4.910231152,4.821543276,-1.170829221,
103.3184186,104.0076372,4.849086997,4.816953963,1.286562112,
102.8258222,104.3042225,4.872316985,4.803257128,-0.4925963593,
103.3481319,105.2876836,4.847692851,4.758391324,0.5223096653,
103.5458404,105.5019261,4.838436754,4.74872847,0.1977085535,
102.9726405,104.78664,4.865370042,4.781143854,-0.5731999598,
102.5976472,104.5314475,4.883152916,4.792816056,-0.3749932661,
102.3079601,102.9055958,4.896979665,4.868539909,-0.289687118,
102.1526427,103.3477812,4.904425247,4.847709302,-0.1553173547,
102.7204602,103.5447127,4.877314598,4.838489449,0.5678174716,
103.062763,103.9108378,4.861115553,4.821441252,0.3423027831,
103.6608938,104.6573892,4.833066564,4.787048518,0.5981308743,
103.2990119,104.343112,4.84999799,4.801466915,-0.3618819521,
102.4412997,103.0025734,4.89060566,4.863956147,-0.857712218,
103.7036163,105.2061379,4.831075502,4.762079569,1.262316594,
102.7786748,104.108135,4.874552051,4.812304051,-0.9249414785,
102.7691064,104.0604991,4.8750059,4.814506989,-0.00956840247,
102.7510943,103.8166036,4.875860478,4.825817668,-0.01801204558,
102.7528395,103.3169279,4.875777666,4.849156959,0.001745166043,
103.0556055,104.361728,4.861453171,4.800610431,0.3027659684,
102.7025739,103.9475587,4.878164014,4.819738011,-0.3530315982,
103.1227511,103.7202124,4.858287764,4.830302489,0.4201772491,
102.9076649,103.9066667,4.868442019,4.821634799,-0.2150862,
102.7299814,103.4976306,4.876862561,4.840690529,-0.1776835544,
102.4012962,103.1092524,4.892516193,4.858923794,-0.3286851373,
103.7654873,105.3409205,4.828194931,4.755986538,1.364191112,
102.9218716,104.0336035,4.867770012,4.815751672,-0.843615769,
103.7251451,104.3220083,4.830072779,4.802438221,0.80327355,
102.6962849,103.4504869,4.878462747,4.84289649,-1.028860247,
102.8782843,103.408009,4.869832379,4.844885854,0.1819994345,
103.5342498,105.4369026,4.838978413,4.751657035,0.6559655234,
102.8128982,104.5231019,4.872929454,4.793198735,-0.7213516056,
103.0212103,104.7063485,4.86307624,4.784810159,0.2083120601,
103.7676905,105.3155746,4.828092422,4.757131144,0.7464801786,
102.5675675,104.3803233,4.884584983,4.799755204,-1.200122967,
103.7770041,105.0706783,4.827659115,4.768218955,1.209436633,
103.7140508,105.6373155,4.830589453,4.742642293,-0.06295333138,
103.1952083,104.7558379,4.854876582,4.782549691,-0.518842544,
103.9070219,104.7058004,4.821618315,4.784835206,0.7118136719,
102.6295175,103.4494052,4.881636515,4.842947131,-1.277504473,
103.9433444,105.9167922,4.819933425,4.730128148,1.31382694,
103.194499,104.3875454,4.854909949,4.799423133,-0.7488453718,
103.9421628,105.4992681,4.819988217,4.748848113,0.7476637878,
103.3076732,105.0659927,4.849591364,4.768431603,-0.6344895699,
104.0305283,105.4883088,4.81589403,4.749341472,0.7228550132,
103.4736405,104.2543115,4.84181283,4.805556652,-0.5568877885,
103.4312695,104.0210711,4.843796294,4.816331871,-0.04237094635,
103.1540711,104.4199461,4.856812675,4.797933907,-0.2771984252,
103.3148504,104.9197303,4.849254471,4.775078993,0.1607792532,
103.892671,105.4177428,4.822284336,4.752520654,0.5778206592,
103.122168,104.3033077,4.858315238,4.803299253,-0.7705030386,
103.3578884,103.877773,4.847235248,4.822975943,0.235720471,
103.0823374,105.0318181,4.860192472,4.769983126,-0.2755510927,
103.3816552,104.0201888,4.846120901,4.816372722,0.2993178288,
103.3384709,104.5664466,4.848146056,4.79121187,-0.04318430715,
103.9098568,105.1404881,4.821486771,4.765053018,0.5713859476,
103.4553033,104.8284893,4.842671027,4.779235144,-0.4545534988,
103.039505,104.2419632,4.862212799,4.806125908,-0.415798324,
104.1152259,104.857563,4.811976307,4.777910009,1.075720855,
102.9987365,103.7442617,4.86413734,4.829182761,-1.116489395,
103.0138837,105.0061155,4.863422113,4.771150685,0.01514725321,
103.528791,104.3678784,4.839233564,4.800327532,0.5149072451,
104.3429563,105.0625376,4.80147408,4.768588418,0.814165319,
103.1520228,104.1840525,4.856909117,4.808797392,-1.190933479,
104.2960786,105.5692068,4.803632185,4.745702039,1.144055821,
103.7567777,105.4279387,4.828600226,4.75206104,-0.5393009657,
103.2540782,104.6945604,4.852108591,4.785348907,-0.5026994218,
104.2986194,105.0000707,4.803515165,4.771425358,1.044541178,
103.1977901,104.829823,4.85475512,4.779174339,-1.100829272,
103.7079179,105.6270343,4.830875115,4.743103916,0.5101278051,
103.4606793,104.6112857,4.842419396,4.789158229,-0.2472386838,
103.3062123,104.4169144,4.849659947,4.798073215,-0.1544669769,
103.6693379,104.8180571,4.832672901,4.779710803,0.3631256403,
104.1680404,106.0284806,4.809536573,4.725145519,0.4987024688,
103.1276419,104.0629805,4.858057362,4.814392186,-1.040398492,
103.4210789,104.3752227,4.84427358,4.799989759,0.2934369837,
103.4799374,104.8809345,4.841518196,4.776845311,0.058858546,
103.9554641,105.7062467,4.81937149,4.739549606,0.4755266979,
104.2400976,105.2240092,4.806211926,4.761270777,0.2846334283,
104.4130674,105.0456905,4.798249995,4.769353198,0.1729698163,
103.696625,104.9970703,4.831401215,4.771561705,-0.716442384,
104.6492755,105.8307165,4.787419668,4.733975322,0.9526505623,
104.2991942,105.1100011,4.803488693,4.766435113,-0.3500813639,
104.6034795,105.1652868,4.789515629,4.763929384,0.3042853386,
103.3991147,105.0844317,4.845302608,4.767594894,-1.204364844,
104.6800013,105.4028258,4.78601446,4.753193247,1.280886636,
103.6551631,105.0330419,4.83333377,4.769927547,-1.024838256,
104.3285922,106.2855221,4.802135151,4.7137182,0.6734291625,
104.5270705,105.3285449,4.793016752,4.756545346,0.1984782839,
104.022912,105.101421,4.816246637,4.76682423,-0.504158522,
104.0616678,105.4972335,4.814452915,4.748939694,0.03875584242,
103.7665518,104.7726078,4.828145402,4.781784195,-0.2951160174,
104.1312791,105.8084943,4.811234475,4.734969565,0.364727306,
103.6091905,104.9586796,4.835478375,4.773307002,-0.5220886487,
104.4104215,106.1869673,4.798371586,4.718093123,0.8012310809,
104.9303756,105.649351,4.774594556,4.742102014,0.5199540396,
104.1752067,105.9480547,4.809205721,4.728732408,-0.755168899,
104.9452,106.3284406,4.773920101,4.711815554,0.7699933525,
